Producto,Ingrediente,Síntoma o Condición
MY BIO-NCO,semilla de uva,"acne  artritis  caida de cabello  celulitis  ciatica  demencia senil  dolor de espalda  dolor de rodilla  fibromialgia  infertilidad femenina  menopausia  osteomielitis  osteoporosis  reumatismo  traumatismo, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus"
MY BIO-NCO,cardo bendito,alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus
MY BIO-NCO,cancerina,"alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus, agruras  gastritis"
MY BIO-NCO,moringa,"digestion perezosa  obesidad, alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus"
MY BIO-NCO,noni,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, energia digestion, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea"
MY BIO-NCO,stevia,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, energia digestion, alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus"
MY BIO-NCO,tamarillo,alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus
SUKER CAPS,estearato de magnesio,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, falta de ereccion  impotencia, gota prostatitis  sistitis"
SUKER CAPS,palo de arco,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER CAPS,matarique,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER CAPS,neem,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER CAPS,xoconostle,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER CAPS,yaca,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER JUICE,palo de arco,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER JUICE,goma xantana,"acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea, calculos biliares"
SUKER JUICE,matarique,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER JUICE,neem,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER JUICE,xoconostle,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SUKER JUICE,yaca,"apendicitis  cirrosis  hepatitis higado graso  higado intoxicado  presion alta, acido urico  alcoholismo  apendicitis  cirrosis  colesterol  calculos biliares  dermatitis  diabetes  eccemas y herpes fuegos labiales halitosis  hepatitis higado graso  higado intoxicado  infecciones  manchas del sol  presion alta  tabaquismo  tifoidea"
SAVERA,hierba del pollo,acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides
SAVERA,inulina de agrave,acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides
SAVERA,vitamina a,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, energia digestion"
SAVERA,vitamina b1,"acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, fortalecer el sistema inmune"
SAVERA,arandano,"acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, gota prostatitis  sistitis"
SAVERA,goji,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, hipotiroidismo  inflamacion  tiroides"
SAVERA,muitle,acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides
MY GS-TREL CAPS,menta blanca,agruras  gastritis
MY GS-TREL CAPS,te verde,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, digestion perezosa  obesidad, bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo"
MY GS-TREL CAPS,vitamina b3,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, digestion perezosa  obesidad, agruras  gastritis"
MY GS-TREL CAPS,cancerina,"alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus, agruras  gastritis"
MY GS-TREL CAPS,nopal,"agruras  gastritis, calculos biliares, digestion"
MY GS-TREL CAPS,tepezcohuite,agruras  gastritis
MY GS-TREL CAPS,tlanchichinole,agruras  gastritis
INTENS-MN,calcio de coral,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, digestion perezosa  obesidad, rendimiento sexual masculino"
INTENS-MN,vitamina a,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, energia digestion"
INTENS-MN,vitamina b1,"acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, fortalecer el sistema inmune"
INTENS-MN,vitamina b2,"fortalecer el sistema inmune, rendimiento sexual masculino"
INTENS-MN,vitamina b6,"alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, fortalecer el sistema inmune, rendimiento sexual masculino"
INTENS-MN,vitamina c,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, hipotiroidismo  inflamacion  tiroides"
INTENS-MN,vitamina d,"rendimiento sexual masculino, artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo, depresion  falta de ereccion  impotencia"
INTENS-MN,vitamina e,"flacidez  varices, rendimiento sexual masculino, arrucas  manchas del sol  paño"
INTENS-MN,ashwagandha,"rendimiento sexual masculino, alcoholismo  depresion  insomnio  irritabilidad  migraña  nerviosismo  parkinson  vitiligo, alzhaimer  cardio vascular  demencia senil  dolor de cabeza  epilepsia  parkinson  vitiligo"
INTENS-MN,maca,"rendimiento sexual masculino, depresion  falta de ereccion  impotencia, falta de ereccion  impotencia"
INTENS-MN,tribulus,rendimiento sexual masculino
INTENS-MN,zarzaparilla,"rendimiento sexual masculino, depresion  falta de ereccion  impotencia"
FTX PLUS,calcio de coral,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, digestion perezosa  obesidad, rendimiento sexual masculino"
FTX PLUS,sauce blanco,artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo
FTX PLUS,vitamina c,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, hipotiroidismo  inflamacion  tiroides"
FTX PLUS,vitamina d,"rendimiento sexual masculino, artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo, depresion  falta de ereccion  impotencia"
FTX PLUS,encino,artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo
FTX PLUS,potasio,"acne  artritis  caida de cabello  celulitis  ciatica  demencia senil  dolor de espalda  dolor de rodilla  fibromialgia  infertilidad femenina  menopausia  osteomielitis  osteoporosis  reumatismo  traumatismo, artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo, alcoholismo  depresion  insomnio  irritabilidad  migraña  nerviosismo  parkinson  vitiligo"
LIVE + TE,semilla de uva,"acne  artritis  caida de cabello  celulitis  ciatica  demencia senil  dolor de espalda  dolor de rodilla  fibromialgia  infertilidad femenina  menopausia  osteomielitis  osteoporosis  reumatismo  traumatismo, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, alergia  alzhaimer  amenorrea  amigdalitis  apendicitis  arterioesclerosis  artritis  asma  bocio  bronquitis  cancer  cirrosis  coronavirus  calculos biliares  calculos renales  falta de oxigenacion  fibrosis  fiebre del heno  fiebre reumatica  gota hemorroides hernia hiatal  hipotiroidismo  infecciones  infertilidad femenina  influenza  menopausia  miomas  osteomielitis  osteoporosis  prostatitis  quistes  reumatismo  sistitis tabaquismo  tiroides  traumatismo  virus"
LIVE + TE,te verde,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, digestion perezosa  obesidad, bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo"
LIVE + TE,vitamina a,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, energia digestion"
LIVE + TE,vitamina b1,"acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, fortalecer el sistema inmune"
LIVE + TE,vitamina b3,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, digestion perezosa  obesidad, agruras  gastritis"
LIVE + TE,vitamina b5,depresion  falta de ereccion  impotencia
LIVE + TE,vitamina b6,"alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea, fortalecer el sistema inmune, rendimiento sexual masculino"
LIVE + TE,vitamina c,"acido urico  acne  alcoholismo  alergia  alzhaimer  amenorrea  amigdalitis  anemia  apendicitis  arritmia  arrucas  arterioesclerosis  artritis  asma  bocio  bronquitis  calambres  cancer  cansancio mental  cardio vascular  cataratas  caida de cabello  celulitis  ciatica  cirrosis  colesterol  colitis coronavirus  calculos biliares  calculos renales  demencia senil  depresion  dermatitis  diabetes  diarrea  digestion perezosa  diverticulos  dolor de cabeza  dolor de espalda  dolor de rodilla  eccemas y herpes epilepsia  falta de ereccion  falta de oxigenacion  falta de peso  fibromialgia  fibrosis  fiebre del heno  fiebre reumatica  flacidez  fuegos labiales golpes gota halitosis  hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  hipotiroidismo  impotencia  inapetencia  indigestion  infecciones  infertilidad femenina  inflamacion  influenza  insomnio  irritabilidad  manchas del sol  menopausia  miomas  nerviosismo  obesidad  osteomielitis  osteoporosis  parkinson  paño  presion alta  prostatitis  quistes  reumatismo  sistema inmune debil  sistitis tabaquismo  tifoidea  traumatismo  virus vitiligo varices, bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, hipotiroidismo  inflamacion  tiroides"
LIVE + TE,vitamina d,"rendimiento sexual masculino, artritis  calambres  ciatica  dolor de espalda  dolor de rodilla  fibromialgia  fiebre reumatica  osteomielitis  osteoporosis  reumatismo  traumatismo, depresion  falta de ereccion  impotencia"
LIVE + TE,yerba mate,depresion  falta de ereccion  impotencia
LIVE + TE,goji,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, acidez estomacal  acido urico  agruras  amenorrea  colesterol  colitis diabetes  diarrea  digestion perezosa  diverticulos  fiebre del heno  gastritis golpes hemorroides hepatitis hernia hiatal  higado graso  higado intoxicado  indigestion  inflamacion  obesidad  presion alta  tiroides, hipotiroidismo  inflamacion  tiroides"
LIVE + TE,maca,"rendimiento sexual masculino, depresion  falta de ereccion  impotencia, falta de ereccion  impotencia"
LIVE + TE,mango,"hipotiroidismo, hipotiroidismo  inflamacion  tiroides, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea"
LIVE + TE,noni,"bocio  cancer  cansancio mental  calculos renales  depresion  falta de ereccion  impotencia  virus vitiligo, energia digestion, alergia  alzhaimer  anemia  asma  bronquitis  cansancio mental  cataratas  coronavirus  demencia senil  dolor de cabeza  epilepsia  falta de oxigenacion  falta de peso  inapetencia  influenza  sistema inmune debil  tifoidea"
